"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"524","com.bps.to","src/com/bps/to/BillPaymentTO.java","3","43","Parameter 'vendorType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"525","com.bps.to","src/com/bps/to/BillPaymentTO.java","3","51","Parameter 'vendorName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"526","com.bps.to","src/com/bps/to/BillPaymentTO.java","3","59","Parameter 'pendingAmount' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"527","com.bps.to","src/com/bps/to/BillPaymentTO.java","3","123","Avoid excessively long variable names like creditCardValidityMM","Naming Rules","LongVariable"
"528","com.bps.to","src/com/bps/to/BillPaymentTO.java","3","131","Avoid excessively long variable names like creditCardValidityYY","Naming Rules","LongVariable"
"529","com.bps.to","src/com/bps/to/CustomerRegistrationTo.java","3","12","Avoid excessively long variable names like identificationDocument","Naming Rules","LongVariable"
"530","com.bps.to","src/com/bps/to/CustomerRegistrationTo.java","3","14","Avoid excessively long variable names like documemtDetailNumber","Naming Rules","LongVariable"
"531","com.bps.to","src/com/bps/to/CustomerRegistrationTo.java","3","26","Avoid really long parameter lists.","Code Size Rules","ExcessiveParameterList"
"532","com.bps.to","src/com/bps/to/CustomerRegistrationTo.java","3","26","Parameter 'address' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"533","com.bps.to","src/com/bps/to/CustomerRegistrationTo.java","3","26","Parameter 'customerName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"534","com.bps.to","src/com/bps/to/CustomerRegistrationTo.java","3","27","Parameter 'contactNumber' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"535","com.bps.to","src/com/bps/to/CustomerRegistrationTo.java","3","27","Parameter 'country' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"536","com.bps.to","src/com/bps/to/CustomerRegistrationTo.java","3","27","Parameter 'mailId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"537","com.bps.to","src/com/bps/to/CustomerRegistrationTo.java","3","28","Avoid excessively long variable names like documemtDetailNumber","Naming Rules","LongVariable"
"538","com.bps.to","src/com/bps/to/CustomerRegistrationTo.java","3","28","Avoid excessively long variable names like identificationDocument","Naming Rules","LongVariable"
"539","com.bps.to","src/com/bps/to/CustomerRegistrationTo.java","3","108","Avoid excessively long variable names like identificationDocument","Naming Rules","LongVariable"
"540","com.bps.to","src/com/bps/to/CustomerUpdateTo.java","4","3","Avoid unused imports such as 'java.util.Date'","Import Statement Rules","UnusedImports"
"541","com.bps.to","src/com/bps/to/CustomerUpdateTo.java","4","3","Avoid unused imports such as 'java.util.Date'","Import Statement Rules","UnusedImports"
"542","com.bps.to","src/com/bps/to/CustomerUpdateTo.java","1","18","Variables should start with a lowercase character","Naming Rules","VariableNamingConventions"
"543","com.bps.to","src/com/bps/to/CustomerUpdateTo.java","3","33","Parameter 'customerId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"544","com.bps.to","src/com/bps/to/CustomerUpdateTo.java","3","39","Parameter 'customerName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"545","com.bps.to","src/com/bps/to/CustomerUpdateTo.java","3","45","Parameter 'vendorType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"546","com.bps.to","src/com/bps/to/CustomerUpdateTo.java","3","51","Parameter 'countryName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"547","com.bps.to","src/com/bps/to/CustomerUpdateTo.java","3","57","Parameter 'countryId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"548","com.bps.to","src/com/bps/to/PrefixFormatTO.java","3","5","Avoid excessively long variable names like identificationDocument","Naming Rules","LongVariable"
"549","com.bps.to","src/com/bps/to/PrefixFormatTO.java","3","10","Avoid excessively long variable names like identificationDocument","Naming Rules","LongVariable"
"550","com.bps.to","src/com/bps/to/PrefixFormatTO.java","3","10","Parameter 'identificationDocument' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"551","com.bps.to","src/com/bps/to/PrefixFormatTO.java","3","10","Parameter 'prefixformat' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"552","com.bps.to","src/com/bps/to/PrefixFormatTO.java","3","18","Avoid excessively long variable names like identificationDocument","Naming Rules","LongVariable"
"553","com.bps.to","src/com/bps/to/PrefixFormatTO.java","3","18","Parameter 'identificationDocument' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"554","com.bps.to","src/com/bps/to/PrefixFormatTO.java","3","24","Parameter 'prefixformat' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"555","com.bps.to","src/com/bps/to/StateTO.java","3","12","Parameter 'countryId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"556","com.bps.to","src/com/bps/to/StateTO.java","3","12","Parameter 'state' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"557","com.bps.to","src/com/bps/to/StateTO.java","3","22","Parameter 'countryId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"558","com.bps.to","src/com/bps/to/StateTO.java","3","30","Parameter 'state' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"559","com.bps.to","src/com/bps/to/VendorRegistrationTO.java","3","3","Too many fields","Code Size Rules","TooManyFields"
"560","com.bps.to","src/com/bps/to/VendorRegistrationTO.java","3","26","Avoid really long parameter lists.","Code Size Rules","ExcessiveParameterList"
"561","com.bps.to","src/com/bps/to/VendorRegistrationTO.java","3","26","Parameter 'companyRegNo' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"562","com.bps.to","src/com/bps/to/VendorRegistrationTO.java","3","26","Parameter 'countryId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"563","com.bps.to","src/com/bps/to/VendorRegistrationTO.java","3","27","Parameter 'certIssueDate' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"564","com.bps.to","src/com/bps/to/VendorRegistrationTO.java","3","27","Parameter 'vendorName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"565","com.bps.to","src/com/bps/to/VendorRegistrationTO.java","3","27","Parameter 'vendorType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"566","com.bps.to","src/com/bps/to/VendorTO.java","3","11","Parameter 'vendorName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"567","com.bps.to","src/com/bps/to/VendorTO.java","3","11","Parameter 'vendorType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"568","com.bps.to","src/com/bps/to/VendorTO.java","3","21","Parameter 'vendorName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"569","com.bps.to","src/com/bps/to/VendorTO.java","3","29","Parameter 'vendorType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"570","com.bps.to","src/com/bps/to/VendorUpdateTo.java","3","3","Too many fields","Code Size Rules","TooManyFields"
"571","com.bps.to","src/com/bps/to/VendorUpdateTo.java","3","10","Found non-transient, non-static member. Please mark as transient or provide accessors.","JavaBean Rules","BeanMembersShouldSerialize"
"572","com.bps.to","src/com/bps/to/VendorUpdateTo.java","3","43","Parameter 'vendorId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"573","com.bps.to","src/com/bps/to/VendorUpdateTo.java","3","53","Parameter 'vendorName' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"574","com.bps.to","src/com/bps/to/VendorUpdateTo.java","3","63","Parameter 'vendorType' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"575","com.bps.to","src/com/bps/to/VendorUpdateTo.java","3","73","Parameter 'companyRegNo' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"576","com.bps.to","src/com/bps/to/VendorUpdateTo.java","3","83","Parameter 'countryId' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"577","com.bps.to","src/com/bps/to/venTO.java","1","3","Class names should begin with an uppercase character","Naming Rules","ClassNamingConventions"
"578","com.bps.to","src/com/bps/to/venTO.java","3","7","Parameter 'type' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"579","com.bps.to","src/com/bps/to/venTO.java","3","15","Parameter 'ventype' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"580","com.bps.to","src/com/bps/to/venTO.java","3","21","Parameter 'venname' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
